id_procedimento,id_animal,carimbo_ts,data_do_procedimento,nome_do_profissional,tipo_de_evento,categoria_medicamento,nome_medicamento,categoria_vacina,nome_vacina,nome_cirurgia_realizada
299ca844,4ffc0460,23/05/2026 08:05:46,23/05/2026,Michelly,Consulta Veterinária,,,,,
b4bf5262,27f2ea09,30/05/2026 18:01:39,30/05/2026,Michelly,Medicamento,Oftálmico,Colírio Tobramicina,,,
15bda2bd,27f2ea09,23/05/2026 10:25:12,23/05/2026,Michelly,Medicamento,Respiratório,Acetilcisteína,,,
ccaff47d,27f2ea09,05/06/2026 15:33:01,05/06/2026,Michelly,Medicamento,Respiratório,Aminofilina,,,
0ea5e05c,7474c3fb,14/11/2025 18:13:15,14/11/2025,Bruno,Consulta Veterinária,,,,,
f757ef61,7474c3fb,07/10/2025 10:31:10,07/10/2025,Bruno,Medicamento,Anestésico / Sedativo,Cetamina,,,
7e3da50e,7474c3fb,18/04/2026 09:38:52,18/04/2026,Bruno,Medicamento,Suplementos / Vitaminas,Cálcio,,,
93d3919b,7474c3fb,24/10/2025 10:16:07,24/10/2025,Bruno,Vacina,,,Marek,Vacina Doença de Marek,
3dced18b,dda1d0cf,19/05/2026 14:07:59,19/05/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
7e76d8c8,dda1d0cf,28/05/2026 15:48:11,28/05/2026,Victor,Consulta Veterinária,,,,,
f5f7f00d,dda1d0cf,18/05/2026 09:50:16,18/05/2026,Victor,Medicamento,Anti-inflamatórios / Analgésico,Meloxicam,,,
0779d143,de74793b,18/02/2026 14:15:24,18/02/2026,Victor,Vacina,,,Newcastle,Vacina Newcastle,
c4fe0f93,de74793b,06/03/2026 09:58:02,06/03/2026,Victor,Consulta Veterinária,,,,,
19ffa8d3,de74793b,06/06/2026 10:31:35,06/06/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
042d6351,1f603107,18/05/2026 16:43:28,18/05/2026,Bruno,Cirurgia,,,,,Remoção de Nódulo
1f3a38cb,1f603107,06/06/2026 12:52:45,06/06/2026,Bruno,Consulta Veterinária,,,,,
d905d8bb,1f603107,06/05/2026 09:52:42,06/05/2026,Bruno,Vacina,,,Reprodutiva,Vacina Específica,
004d00be,1f603107,28/04/2026 10:12:20,28/04/2026,Bruno,Cirurgia,,,,,Ortopedia
4a591ba2,641b7d7c,28/02/2026 10:21:51,28/02/2026,Michelly,Castração,,,,,Castração Eletiva
2a9b8e10,641b7d7c,18/10/2025 14:32:21,18/10/2025,Michelly,Vacina,,,Marek,Vacina Doença de Marek,
0f6f4779,641b7d7c,08/03/2026 18:57:07,08/03/2026,Michelly,Cirurgia,,,,,Amputação
b7411a08,accaf7f8,20/03/2026 10:52:38,20/03/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
2085e8a6,71f0f69c,07/04/2026 12:45:17,07/04/2026,Aelton,Vacina,,,Marek,Vacina Doença de Marek,
9440110f,71f0f69c,04/09/2025 14:01:31,04/09/2025,Aelton,Medicamento,Anti-inflamatórios / Analgésico,Meloxicam,,,
a71ea1d5,71f0f69c,15/05/2026 16:48:13,15/05/2026,Aelton,Medicamento,Antibiótico,Amoxicilina,,,
9fdde225,71f0f69c,06/11/2025 12:30:48,06/11/2025,Aelton,Consulta Veterinária,,,,,
f2449876,db55baf1,31/05/2026 11:19:56,31/05/2026,Victor,Medicamento,Ontológico,Gota Otológica,,,
83ca5c57,db55baf1,09/04/2026 14:55:16,09/04/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
0686062b,db55baf1,30/04/2026 17:58:36,30/04/2026,Victor,Cirurgia,,,,,Ortopedia
bb958d95,d905fae1,18/11/2025 11:06:21,18/11/2025,Bruno,Castração,,,,,Castração Eletiva
0beb6a1d,d905fae1,08/12/2025 10:06:34,08/12/2025,Bruno,Castração,,,,,Castração Eletiva
0811f8b2,49f49538,06/05/2026 18:16:23,06/05/2026,Victor,Vacina,,,Panleucopenia,Vacina Panleucopenia,
cbcdd8a2,49f49538,01/05/2026 17:27:06,01/05/2026,Victor,Medicamento,Anti-inflamatórios / Analgésico,Prednisolona,,,
c151ea0e,2a158bd5,28/05/2026 16:08:16,28/05/2026,Aelton,Medicamento,Hormônio,Levotiroxina,,,
6a0a506a,2a158bd5,06/05/2026 08:01:54,06/05/2026,Aelton,Cirurgia,,,,,Castração Emergencial
46bf3093,2a158bd5,30/05/2026 17:17:54,30/05/2026,Aelton,Consulta Veterinária,,,,,
0c7588c9,2a158bd5,05/06/2026 16:40:35,05/06/2026,Aelton,Cirurgia,,,,,Amputação
5918152c,86b15a9c,30/05/2026 17:27:18,30/05/2026,Victor,Consulta Veterinária,,,,,
e8bf8b8a,0f90fbdd,19/03/2026 11:48:18,19/03/2026,Aelton,Cirurgia,,,,,Ortopedia
3120f326,0f90fbdd,28/03/2026 11:25:04,28/03/2026,Aelton,Consulta Veterinária,,,,,
b3e24d9e,0f90fbdd,27/01/2026 15:10:17,27/01/2026,Aelton,Cirurgia,,,,,Remoção de Nódulo
439746bd,0f90fbdd,26/03/2026 12:09:41,26/03/2026,Aelton,Vacina,,,Calicivirose,Vacina Calicivirose,
d626e7a4,be548ce1,31/08/2025 09:51:21,31/08/2025,Bruno,Consulta Veterinária,,,,,
46ed4f50,63dcf591,17/02/2026 13:42:56,17/02/2026,Michelly,Medicamento,Antiviral,Aciclovir,,,
722b1e49,63dcf591,11/04/2026 11:57:00,11/04/2026,Michelly,Medicamento,Antiviral,Aciclovir,,,
09845621,63dcf591,21/05/2026 17:16:50,21/05/2026,Michelly,Vacina,,,Antirrábica,Vacina Antirrábica Padrão,
7adc0508,63dcf591,21/05/2026 13:34:19,21/05/2026,Michelly,Castração,,,,,Castração Eletiva
96c8b518,35d6860d,09/04/2026 17:44:20,09/04/2026,Victor,Consulta Veterinária,,,,,
30b82f05,35d6860d,30/04/2026 17:26:36,30/04/2026,Victor,Medicamento,Respiratório,Acetilcisteína,,,
b864f855,35d6860d,21/05/2026 15:27:26,21/05/2026,Victor,Castração,,,,,Castração Eletiva
aebd13d2,35d6860d,15/02/2026 17:20:24,15/02/2026,Victor,Castração,,,,,Castração Eletiva
9c306c1d,109d008e,05/01/2026 15:34:08,05/01/2026,Michelly,Cirurgia,,,,,Castração Emergencial
a7a2a90e,109d008e,16/04/2026 08:26:53,16/04/2026,Michelly,Medicamento,Gastrointestinal,Omeprazol,,,
b54a2d81,4a9f3780,30/01/2026 09:25:57,30/01/2026,Aelton,Medicamento,Anti-inflamatórios / Analgésico,Prednisolona,,,
6198aa40,4a9f3780,07/05/2026 09:53:49,07/05/2026,Aelton,Castração,,,,,Castração Eletiva
52ae3a66,4a9f3780,26/12/2025 16:07:22,26/12/2025,Aelton,Consulta Veterinária,,,,,
26f88bf3,4a9f3780,28/05/2026 16:44:02,28/05/2026,Aelton,Medicamento,Suplementos / Vitaminas,Cálcio,,,
782cecaf,82804770,10/06/2026 12:43:52,10/06/2026,Michelly,Vacina,,,Gastrointestinal,Vacina Giárdia,
5a11daeb,82804770,11/06/2026 09:39:04,11/06/2026,Michelly,Consulta Veterinária,,,,,
18d86bef,82804770,12/06/2026 15:24:49,12/06/2026,Michelly,Medicamento,Anti-inflamatórios / Analgésico,Prednisolona,,,
d5a86a97,82804770,12/06/2026 11:56:53,12/06/2026,Michelly,Castração,,,,,Castração Eletiva
77a1d0c0,2079138f,07/06/2026 08:17:13,07/06/2026,Victor,Medicamento,Antifúngico,Itraconazol,,,
b1127c70,2079138f,22/05/2026 15:23:05,22/05/2026,Victor,Cirurgia,,,,,Ortopedia
7ae701da,ea829e0d,12/12/2025 16:45:51,12/12/2025,Michelly,Medicamento,Anestésico / Sedativo,Cetamina,,,
c02ecf3c,6feb2790,24/05/2026 11:43:58,24/05/2026,Victor,Medicamento,Hormônio,Levotiroxina,,,
a7dd8714,6feb2790,15/05/2026 08:44:53,15/05/2026,Victor,Castração,,,,,Castração Eletiva
94974653,55845eec,20/05/2026 17:06:16,20/05/2026,Aelton,Medicamento,Dermatológico,Shampoo Clorexidina,,,
63c92617,55845eec,02/04/2026 12:36:24,02/04/2026,Aelton,Castração,,,,,Castração Eletiva
1912795d,55845eec,12/02/2026 16:59:50,12/02/2026,Aelton,Vacina,,,Marek,Vacina Doença de Marek,
d38b8dcf,8d7a8f37,04/04/2026 17:40:41,04/04/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
75e1025c,8d7a8f37,07/06/2026 10:16:31,07/06/2026,Michelly,Consulta Veterinária,,,,,
5c477d0c,8d7a8f37,05/05/2026 12:01:38,05/05/2026,Michelly,Consulta Veterinária,,,,,
cc207ebb,8d7a8f37,10/04/2026 15:12:11,10/04/2026,Michelly,Cirurgia,,,,,Ortopedia
db67b899,9e7fb6cb,06/08/2025 15:45:44,06/08/2025,Victor,Medicamento,Antibiótico,Enrofloxacina,,,
aac12b9d,9e7fb6cb,25/07/2025 09:14:13,25/07/2025,Victor,Consulta Veterinária,,,,,
f8521b62,e42c6a37,01/05/2026 14:18:22,01/05/2026,Bruno,Cirurgia,,,,,Amputação
f06be446,e42c6a37,21/03/2026 14:54:10,21/03/2026,Bruno,Medicamento,Hormônio,Insulina,,,
dc9634e5,e42c6a37,12/05/2026 10:14:12,12/05/2026,Bruno,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
528524af,3b8b7816,15/10/2025 11:52:54,15/10/2025,Victor,Vacina,,,Newcastle,Vacina Newcastle,
abeb5600,2f3c3160,13/06/2026 10:55:47,13/06/2026,Michelly,Consulta Veterinária,,,,,
b84ef410,2f3c3160,13/06/2026 12:00:46,13/06/2026,Michelly,Consulta Veterinária,,,,,
9b2fbe5f,adea9219,10/01/2026 13:17:15,10/01/2026,Victor,Castração,,,,,Castração Eletiva
8504b7e3,bf1b9330,05/09/2025 15:22:51,05/09/2025,Victor,Vacina,,,Gastrointestinal,Vacina Giárdia,
de772139,bf1b9330,29/05/2026 13:31:36,29/05/2026,Victor,Cirurgia,,,,,Amputação
74f74db0,bf1b9330,19/03/2026 15:46:34,19/03/2026,Victor,Cirurgia,,,,,Ortopedia
5f4ae1c8,abb85dec,02/04/2026 17:40:08,02/04/2026,Bruno,Medicamento,Antiparasitario externo,Frontline,,,
af859225,84530d27,15/05/2026 09:48:22,15/05/2026,Bruno,Cirurgia,,,,,Amputação
8f4030ee,84530d27,07/01/2026 14:36:40,07/01/2026,Bruno,Castração,,,,,Castração Eletiva
f47b455c,ac8e8689,27/08/2025 10:37:14,27/08/2025,Bruno,Consulta Veterinária,,,,,
fd20fc75,ac8e8689,08/02/2026 18:26:49,08/02/2026,Bruno,Consulta Veterinária,,,,,
1a1ea14d,ac8e8689,21/11/2025 15:43:15,21/11/2025,Bruno,Castração,,,,,Castração Eletiva
268acc75,ac8e8689,04/11/2025 14:04:06,04/11/2025,Bruno,Medicamento,Hormônio,Insulina,,,
87b34af1,71d871bc,22/01/2026 13:37:55,22/01/2026,Victor,Medicamento,Cardiológico,Pimobendan,,,
62c57782,71d871bc,24/04/2026 17:26:12,24/04/2026,Victor,Vacina,,,Leptospirose,Vacina Leptospirose (Isolada),
29722434,71d871bc,08/11/2025 16:02:01,08/11/2025,Victor,Cirurgia,,,,,Ortopedia
5f8145dd,d042fc53,22/02/2026 10:36:34,22/02/2026,Michelly,Castração,,,,,Castração Eletiva
cd31c1ea,d042fc53,24/05/2026 11:59:33,24/05/2026,Michelly,Medicamento,Antifúngico,Itraconazol,,,
daf35b64,fae8b446,13/04/2026 08:13:56,13/04/2026,Aelton,Medicamento,Dermatológico,Pomada Cicatrizante,,,
6da566c9,fae8b446,04/01/2026 18:07:51,04/01/2026,Aelton,Castração,,,,,Castração Eletiva
99f1530e,fae8b446,20/11/2025 08:51:52,20/11/2025,Aelton,Vacina,,,Newcastle,Vacina Newcastle,
7232452e,41f2c937,03/06/2026 13:34:38,03/06/2026,Aelton,Medicamento,Anestésico / Sedativo,Propofol,,,
2b1ebea5,41f2c937,08/05/2026 18:11:13,08/05/2026,Aelton,Castração,,,,,Castração Eletiva
cec0cc1c,41f2c937,08/05/2026 18:50:16,08/05/2026,Aelton,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
568bad7d,41f2c937,10/04/2026 16:02:15,10/04/2026,Aelton,Castração,,,,,Castração Eletiva
0fc52f35,5836d133,02/01/2026 09:34:34,02/01/2026,Victor,Medicamento,Ontológico,Limpador Auricular,,,
8d90fe28,5836d133,01/12/2025 12:04:04,01/12/2025,Victor,Cirurgia,,,,,Ortopedia
0ab07fde,a720099c,08/03/2026 08:51:11,08/03/2026,Aelton,Consulta Veterinária,,,,,
d8169dff,a720099c,13/12/2025 09:30:46,13/12/2025,Aelton,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
df28a5dc,a720099c,03/01/2026 08:24:34,03/01/2026,Aelton,Castração,,,,,Castração Eletiva
9a9f8903,c3a7f519,26/04/2026 14:58:34,26/04/2026,Aelton,Cirurgia,,,,,Castração Emergencial
2f7f46dd,67f5404c,06/06/2026 13:08:44,06/06/2026,Victor,Cirurgia,,,,,Castração Emergencial
a50ec978,67f5404c,11/06/2026 11:14:13,11/06/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
2f2a0fb8,912527ed,23/05/2026 18:44:06,23/05/2026,Victor,Consulta Veterinária,,,,,
bb32053a,912527ed,28/05/2026 10:46:33,28/05/2026,Victor,Medicamento,Respiratório,Acetilcisteína,,,
022b1c3a,912527ed,05/06/2026 18:46:50,05/06/2026,Victor,Medicamento,Respiratório,Acetilcisteína,,,
a7bb094b,a4028482,31/01/2026 09:58:29,31/01/2026,Victor,Consulta Veterinária,,,,,
1f6ab0ae,a4028482,07/04/2026 08:23:21,07/04/2026,Victor,Vacina,,,Calicivirose,Vacina Calicivirose,
a5b17bb8,a4028482,27/10/2025 13:27:05,27/10/2025,Victor,Cirurgia,,,,,Amputação
ee52a93b,96a716ed,11/05/2026 13:34:25,11/05/2026,Aelton,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
d2514e56,96a716ed,05/06/2026 12:07:57,05/06/2026,Aelton,Cirurgia,,,,,Remoção de Nódulo
547575f8,96a716ed,07/05/2026 08:30:12,07/05/2026,Aelton,Medicamento,Antifúngico,Itraconazol,,,
d9680637,189e3b98,19/11/2025 15:35:53,19/11/2025,Victor,Cirurgia,,,,,Amputação
91acf100,4a25dcf7,02/04/2026 13:40:25,02/04/2026,Bruno,Castração,,,,,Castração Eletiva
9653fbf7,2759ab8d,21/10/2025 13:04:01,21/10/2025,Victor,Castração,,,,,Castração Eletiva
0bd25273,1c152f84,17/11/2025 17:34:54,17/11/2025,Michelly,Consulta Veterinária,,,,,
bc59b204,1c152f84,13/01/2026 14:22:23,13/01/2026,Michelly,Castração,,,,,Castração Eletiva
25260d41,1c152f84,21/03/2026 11:26:24,21/03/2026,Michelly,Medicamento,Antialérgico,Apoquel,,,
4d8803a3,1c152f84,07/08/2025 16:56:48,07/08/2025,Michelly,Cirurgia,,,,,Amputação
fab5d3d8,28eaf750,21/05/2026 16:25:58,21/05/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
b869e4de,28eaf750,19/03/2026 14:16:58,19/03/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
f26c85bd,28eaf750,11/01/2026 10:35:24,11/01/2026,Victor,Cirurgia,,,,,Ortopedia
5f5926d3,28eaf750,08/04/2026 16:38:12,08/04/2026,Victor,Medicamento,Dermatológico,Shampoo Clorexidina,,,
28ea8bc5,193b6be0,27/10/2025 08:25:22,27/10/2025,Michelly,Castração,,,,,Castração Eletiva
04717a5e,193b6be0,03/10/2025 11:46:01,03/10/2025,Michelly,Cirurgia,,,,,Amputação
8e18248f,bf64d251,29/05/2026 13:37:29,29/05/2026,Michelly,Cirurgia,,,,,Amputação
1042537b,bf64d251,14/05/2026 11:34:56,14/05/2026,Michelly,Consulta Veterinária,,,,,
8a7b218c,bf64d251,20/11/2025 08:06:46,20/11/2025,Michelly,Cirurgia,,,,,Remoção de Nódulo
1c92fb7f,bf64d251,22/03/2026 14:48:22,22/03/2026,Michelly,Vacina,,,Calicivirose,Vacina Calicivirose,
d2d43d82,95c000b2,21/12/2025 10:58:52,21/12/2025,Michelly,Consulta Veterinária,,,,,
928fb450,95c000b2,13/06/2026 12:07:58,13/06/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
87df9efa,95c000b2,08/03/2026 08:41:43,08/03/2026,Michelly,Medicamento,Antiparasitario externo,NexGard,,,
663a9847,8cf2bc5e,11/06/2026 11:29:15,11/06/2026,Bruno,Castração,,,,,Castração Eletiva
e532aeb8,8cf2bc5e,07/06/2026 12:57:42,07/06/2026,Bruno,Consulta Veterinária,,,,,
39dda683,08a14194,10/03/2026 11:52:11,10/03/2026,Bruno,Vacina,,,Panleucopenia,Vacina Panleucopenia,
aca65371,08a14194,12/03/2026 13:43:18,12/03/2026,Bruno,Castração,,,,,Castração Eletiva
d570baaf,08a14194,24/12/2025 14:43:01,24/12/2025,Bruno,Medicamento,Antiparasitario externo,NexGard,,,
880613c3,86676f4c,17/04/2026 10:37:40,17/04/2026,Michelly,Consulta Veterinária,,,,,
8c669e6a,86676f4c,02/06/2026 09:25:24,02/06/2026,Michelly,Consulta Veterinária,,,,,
bc94e9d4,86676f4c,07/02/2026 12:45:29,07/02/2026,Michelly,Medicamento,Antibiótico,Amoxicilina,,,
42201b9d,86676f4c,22/01/2026 14:48:59,22/01/2026,Michelly,Consulta Veterinária,,,,,
5a467e64,1a7e6d36,23/03/2026 10:40:48,23/03/2026,Bruno,Medicamento,Oftálmico,Pomada Oftálmica,,,
edeb2bde,1a7e6d36,04/06/2026 16:53:54,04/06/2026,Bruno,Vacina,,,Brucelose,Vacina Brucelose,
9201fcd0,1a7e6d36,01/06/2026 17:17:41,01/06/2026,Bruno,Castração,,,,,Castração Eletiva
df0d75ff,8c32181b,22/12/2025 16:58:38,22/12/2025,Aelton,Cirurgia,,,,,Remoção de Nódulo
4a4fa647,8c32181b,21/02/2026 10:46:25,21/02/2026,Aelton,Castração,,,,,Castração Eletiva
6f96e7a8,8c32181b,16/04/2026 09:04:46,16/04/2026,Aelton,Medicamento,Ontológico,Limpador Auricular,,,
1a68efe8,1e561a1d,14/06/2026 17:37:56,14/06/2026,Bruno,Medicamento,Gastrointestinal,Omeprazol,,,
88ff417d,1e561a1d,31/05/2026 12:42:28,31/05/2026,Bruno,Medicamento,Gastrointestinal,Ondansetrona,,,
a0eac602,a1106499,25/02/2026 08:41:44,25/02/2026,Aelton,Castração,,,,,Castração Eletiva
e70dcc16,99eb144d,14/05/2026 08:20:14,14/05/2026,Bruno,Cirurgia,,,,,Castração Emergencial
32eb2412,99eb144d,01/05/2026 09:39:35,01/05/2026,Bruno,Medicamento,Anti-inflamatórios / Analgésico,Meloxicam,,,
224c0f0b,47dd60f5,15/03/2026 10:05:26,15/03/2026,Aelton,Medicamento,Respiratório,Aminofilina,,,
adf40405,5caad85d,13/06/2026 09:14:24,13/06/2026,Victor,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
1c4a14b6,1e85eefd,01/06/2026 16:13:30,01/06/2026,Victor,Castração,,,,,Castração Eletiva
22e76e00,1e85eefd,18/05/2026 17:29:37,18/05/2026,Victor,Castração,,,,,Castração Eletiva
db63a8d2,1e85eefd,20/04/2026 10:07:34,20/04/2026,Victor,Cirurgia,,,,,Castração Emergencial
61c3568f,1e85eefd,26/05/2026 15:31:33,26/05/2026,Victor,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
63a20b70,33899d32,02/06/2026 14:07:17,02/06/2026,Bruno,Vacina,,,Polivalente,V4 Felina,
98a54b4f,33899d32,19/04/2026 12:38:07,19/04/2026,Bruno,Vacina,,,Influenza,Vacina Influenza Equina/Aviária,
b9ae3ee9,33899d32,12/04/2026 12:15:23,12/04/2026,Bruno,Castração,,,,,Castração Eletiva
3de6e634,33899d32,08/05/2026 16:18:21,08/05/2026,Bruno,Consulta Veterinária,,,,,
095597cc,b3be6718,25/04/2026 12:55:54,25/04/2026,Bruno,Cirurgia,,,,,Ortopedia
61d74ed8,e20cfee7,21/05/2026 16:01:33,21/05/2026,Michelly,Castração,,,,,Castração Eletiva
6585aacb,e20cfee7,05/02/2026 08:33:42,05/02/2026,Michelly,Cirurgia,,,,,Ortopedia
fa3a28c9,e20cfee7,11/05/2026 15:37:06,11/05/2026,Michelly,Castração,,,,,Castração Eletiva
837837e3,e20cfee7,09/06/2026 12:07:03,09/06/2026,Michelly,Consulta Veterinária,,,,,
fb3a0646,fa40cc7e,14/06/2026 08:19:14,14/06/2026,Bruno,Medicamento,Anestésico / Sedativo,Propofol,,,
61462285,fa40cc7e,10/06/2026 16:45:23,10/06/2026,Bruno,Cirurgia,,,,,Amputação
95bb8695,e24d7bfc,18/05/2026 09:12:27,18/05/2026,Michelly,Consulta Veterinária,,,,,
20355889,bfe55326,30/12/2025 13:30:20,30/12/2025,Bruno,Consulta Veterinária,,,,,
39862e58,b8355802,22/10/2025 16:03:49,22/10/2025,Michelly,Castração,,,,,Castração Eletiva
4caa06fc,a3d1d6f8,21/05/2026 12:55:56,21/05/2026,Bruno,Castração,,,,,Castração Eletiva
c78dd331,a3d1d6f8,29/05/2026 13:34:08,29/05/2026,Bruno,Medicamento,Gastrointestinal,Sucralfato,,,
2c5143d2,0aef4f06,13/05/2026 13:51:40,13/05/2026,Victor,Vacina,,,Panleucopenia,Vacina Panleucopenia,
7a908e81,0aef4f06,22/04/2026 12:49:03,22/04/2026,Victor,Vacina,,,Calicivirose,Vacina Calicivirose,
fec8c3fc,0aef4f06,24/05/2026 16:13:04,24/05/2026,Victor,Castração,,,,,Castração Eletiva
4b9a3518,73bdd1e4,25/02/2026 10:06:15,25/02/2026,Michelly,Consulta Veterinária,,,,,
ad54d534,73bdd1e4,15/12/2025 10:34:34,15/12/2025,Michelly,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
6ecf081c,8b7ae1fb,03/06/2026 14:47:10,03/06/2026,Aelton,Cirurgia,,,,,Castração Emergencial
c7fa1322,ca954cbe,06/10/2025 12:26:21,06/10/2025,Aelton,Medicamento,Outro,Soro Fisiológico,,,
8b6fb535,ca954cbe,22/04/2026 18:32:40,22/04/2026,Aelton,Vacina,,,Marek,Vacina Doença de Marek,
61b9dd83,ca954cbe,21/04/2026 13:42:13,21/04/2026,Aelton,Castração,,,,,Castração Eletiva
4386ec93,44fe1995,27/02/2026 15:01:15,27/02/2026,Aelton,Castração,,,,,Castração Eletiva
d82b3670,44fe1995,13/05/2026 18:58:42,13/05/2026,Aelton,Medicamento,Anti-inflamatórios / Analgésico,Meloxicam,,,
880753f7,f0430013,14/06/2026 16:51:14,14/06/2026,Aelton,Vacina,,,Panleucopenia,Vacina Panleucopenia,
2c8862fd,f0430013,29/12/2025 11:41:55,29/12/2025,Aelton,Vacina,,,Parvovirose,Vacina Parvovirose (Isolada),
525b8b56,f0430013,29/12/2025 14:47:09,29/12/2025,Aelton,Castração,,,,,Castração Eletiva
8ca02058,69ca3bdc,14/11/2025 09:57:02,14/11/2025,Michelly,Cirurgia,,,,,Ortopedia
30589053,2e76e4cb,13/11/2025 14:32:43,13/11/2025,Victor,Vacina,,,Parvovirose,Vacina Parvovirose (Isolada),
753053a1,2e76e4cb,29/04/2026 14:22:32,29/04/2026,Victor,Castração,,,,,Castração Eletiva
bad36002,8388928b,24/04/2026 10:34:47,24/04/2026,Michelly,Castração,,,,,Castração Eletiva
59c23df0,8388928b,11/05/2026 18:26:21,11/05/2026,Michelly,Cirurgia,,,,,Castração Emergencial
4b7a205e,8388928b,14/05/2026 18:57:04,14/05/2026,Michelly,Medicamento,Cardiológico,Enalapril,,,
f2090eca,8388928b,14/04/2026 09:01:06,14/04/2026,Michelly,Castração,,,,,Castração Eletiva
23da5393,840ec739,26/02/2026 13:17:42,26/02/2026,Michelly,Medicamento,Oftálmico,Pomada Oftálmica,,,
e707c658,840ec739,03/06/2026 12:47:54,03/06/2026,Michelly,Vacina,,,Respiratória,Vacina Gripe Canina (Bordetella),
f9891718,afb1fd7e,26/05/2026 10:03:42,26/05/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
94e50d81,afb1fd7e,21/05/2026 13:30:49,21/05/2026,Michelly,Medicamento,Antiparasitario externo,Bravecto Top,,,
7840d708,afb1fd7e,30/04/2026 13:29:57,30/04/2026,Michelly,Vacina,,,Polivalente,V4 Felina,
ce8dcfe4,afb1fd7e,16/04/2026 08:01:28,16/04/2026,Michelly,Cirurgia,,,,,Castração Emergencial
a54e7400,242227ff,16/12/2025 09:01:29,16/12/2025,Victor,Consulta Veterinária,,,,,
18e1a8c1,242227ff,17/03/2026 13:52:39,17/03/2026,Victor,Consulta Veterinária,,,,,
647c5492,242227ff,22/10/2025 13:32:49,22/10/2025,Victor,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
738aa23f,242227ff,27/12/2025 16:59:00,27/12/2025,Victor,Consulta Veterinária,,,,,
52f370a2,bf1ec014,25/03/2026 15:39:35,25/03/2026,Aelton,Consulta Veterinária,,,,,
f0f0a749,bf1ec014,26/09/2025 08:48:17,26/09/2025,Aelton,Medicamento,Ontológico,Gota Otológica,,,
eeecae1e,bf1ec014,12/09/2025 13:13:22,12/09/2025,Aelton,Vacina,,,Marek,Vacina Doença de Marek,
57c6a791,f39604cf,02/04/2026 18:18:19,02/04/2026,Victor,Medicamento,Antialérgico,Apoquel,,,
74d188c8,f39604cf,09/04/2026 12:32:57,09/04/2026,Victor,Consulta Veterinária,,,,,
2c692043,ca5adbe7,10/06/2026 13:24:20,10/06/2026,Aelton,Cirurgia,,,,,Ortopedia
ff279733,ca5adbe7,14/06/2026 14:22:26,14/06/2026,Aelton,Vacina,,,Clostridial,Polivalente Clostridial,
4035c7c9,2ae824b6,24/02/2026 17:14:45,24/02/2026,Michelly,Castração,,,,,Castração Eletiva
1fb46d83,2ae824b6,13/05/2026 10:12:19,13/05/2026,Michelly,Cirurgia,,,,,Ortopedia
310a347a,2ae824b6,11/06/2026 10:27:25,11/06/2026,Michelly,Castração,,,,,Castração Eletiva
e9bf61ea,2ae824b6,29/05/2026 16:09:01,29/05/2026,Michelly,Castração,,,,,Castração Eletiva
f1b560ea,ebd67fa6,16/10/2025 15:24:09,16/10/2025,Bruno,Consulta Veterinária,,,,,
2ec2a539,54f60192,17/04/2026 10:35:54,17/04/2026,Aelton,Consulta Veterinária,,,,,
981669ff,54f60192,15/01/2026 15:17:59,15/01/2026,Aelton,Castração,,,,,Castração Eletiva
47b77213,54f60192,28/05/2026 18:23:37,28/05/2026,Aelton,Consulta Veterinária,,,,,
b108300c,b4f5200e,23/09/2025 08:40:09,23/09/2025,Aelton,Medicamento,Respiratório,Aminofilina,,,
87d18f52,b4f5200e,11/04/2026 10:09:24,11/04/2026,Aelton,Cirurgia,,,,,Castração Emergencial
aae0b901,b4f5200e,18/11/2025 08:22:03,18/11/2025,Aelton,Cirurgia,,,,,Ortopedia
fe38418e,289906ba,21/05/2026 18:41:24,21/05/2026,Bruno,Medicamento,Ontológico,Gota Otológica,,,
0b08cddf,289906ba,06/05/2026 15:49:44,06/05/2026,Bruno,Consulta Veterinária,,,,,
4abde260,289906ba,31/03/2026 17:07:01,31/03/2026,Bruno,Castração,,,,,Castração Eletiva
cff7079e,289906ba,11/12/2025 14:55:13,11/12/2025,Bruno,Consulta Veterinária,,,,,
7569ea4a,9e85d659,12/05/2026 18:49:29,12/05/2026,Aelton,Consulta Veterinária,,,,,
fa1e6ba6,9e85d659,30/04/2026 17:18:35,30/04/2026,Aelton,Castração,,,,,Castração Eletiva
05e3cc33,9e85d659,04/04/2026 17:26:48,04/04/2026,Aelton,Cirurgia,,,,,Amputação
